title,link,published
"India’s steel giants to join forces for global deals, raw materials & tech - The Economic Times",https://news.google.com/rss/articles/CBMi6gFBVV95cUxQT0ltU1ZFQk9XOGk1RFlvQWFBU0pRWGRvRnRPbjJ4bmNyYk9UZFBfS25ZcXc0RHcyc0NVdEZ2R0o4RWdmYXQtZnJ0cFJFdmhKdnM5RVotVTJIS0dPRmI3NnBaT29Wd1BKUWxJS2dYT3VRbXVEeEJIS2t0aUl4bVh2X0RrcF9FNGdiaGVLMm1pWDlGbjgwRzhmQnJQUUtkVEtjdHg3Nmx2S3BKbXZHWGtQR3F5MEQ2RFZkM1JsVjFEeFFHbWk5MlgwNVZvWjBRYWVRYVFHTUotNWI4bGtWeGUyOEU3Rk5fajlXVWfSAe8BQVVfeXFMTW5lYzRQenhaSWlQR0JEZHhlWkhhdkJvWHBSOXgxZ0o1NV9DY2p1b0xfaWh6R2gxRHBCS1Jwd0VqakczdktzWnl4VnVjb3pBOVhXaW84dWVrY2pVendGeFhUNEl1STBVT2NTVDZORHU4TUY2dEN5cnZrdHp6enJJQjNvcE5mdjhIRjlraEVzdUNHeUZXbmFkT2pQbXZLWXRydVBQbzdVT294SUVIVjBVR0tRME9uUmtjZHRTNzhUYW1XLWZOVXpmRk9kS1RWV0p4M1FxRnp2S2ZMQ0p0WjRLVWtMYlBjVm14U2N5OXZUYXM?oc=5,"Fri, 28 Mar 2025 07:00:00 GMT"
"Accenture Q2 effect: Wipro, Infosys, TCS, Tech Mahindra, HCL Tech shares fall in early deals - Business Today",https://news.google.com/rss/articles/CBMi2gFBVV95cUxOTWNMb0Y2SGVYOGRFZEFKWlo0bDRfZm1vd2RyYmRjS0xXdHNOemZSYlBMYnNNbk5pdTRhc2Z5NmN0RWpOUVZJU0kyWjd2ODA2aXRhTGVFS21oeExQUTJxbFkta0d4ajczTE5GUFlBaFQ5MjlLNHVGTjM2OXg3Vkl3aTZkYlF4WUtyeF9YOW5zLVplRnF5cXJ3SVFTcHBfWXFvQmIwbk5BNjlzLTBmb2ppOWRfcUFTeTVFV2J2Mm5xVVJDX2oxUUZPbFpSaTk0NkxrNC1NdmJBSXV5UQ?oc=5,"Fri, 21 Mar 2025 07:00:00 GMT"
"Infosys' revenue up 5% riding on large digital transformation deals, in-tech acquisition - Techcircle",https://news.google.com/rss/articles/CBMiwAFBVV95cUxQZC1aSGI3elFBOGlHeXhOTnZ5OEJPVFEwQ21CQTZvSEZvNm9QVV9aWWhrbEJuVVdabVQ1X1RxVVBuNC1MYlpxZTJsb3dmZUExRXJxT2oyX3VuM0pfZ0JBUmZONmJyU1JEM2xpSjVRRlJRZkU5SDhPckMycmxlcVZ4Y3E5cVJwVXJzaWIxLVRWbnUyTnBlX0tOUGNrREVfZGdBS1VHVDVPQm1ac3ZmQU9KZXRNTTFGRUhvSzdPUkQwcDg?oc=5,"Thu, 17 Oct 2024 07:00:00 GMT"
Nvidia signs a slew of AI-related deals in India - TechCrunch,https://news.google.com/rss/articles/CBMijwFBVV95cUxOTThYVW1DUUdzU1JpUVZZLVJjNlRkQ1Q0QUtEcDU4VVpDYlEtcExSaGZHVFR2UmhfZnZySzhQQ0xmWEhsSDdaRXUtckU4MkNXN0xZZUI1cUp6dWVGbE9aR29YNDh4TnNKVGxhaXg0U2NhZ0xweXN6bHF4SWJDOUdjcU5JRC03STU1UUs5UFB5WQ?oc=5,"Wed, 23 Oct 2024 07:00:00 GMT"
"Amazon Black Friday sale: Check deals, offers on Apple, Samsung smartphones - Business Standard",https://news.google.com/rss/articles/CBMi4AFBVV95cUxOU1N5MFJ6RG5LaGdqOV90M1FkT2FJaDdvdmVKZVhUNHR6SnJ0RGpZOVhIMnN6dm9JVW1jUGVWakdCZmVSeWJsalJsUVFHOXppVnl6RkZFa0JDZWZ4R2hHTUNQcmRWNC1sLWRhRTRQRmNldkVvSGpSZ2J0OHl1OUo1aHJrSE85Sktyb1JQUHBxYTdPSTg2X19tdkZHOWxQMzR0eDUwVTBJQ2QzZEhGa3lGdXRQXzhLeXBWQ2tDaFpfM2Q1YVc3SS11Q08zM0x6cl9fUmFkX1dOVWg2MDU1YjYyb9IB5gFBVV95cUxNV0VBU0ViVmlCc0w2WVJBR2E3cl9lY3l5MUhQVlRPNjBKeFkxSnhISXpUc1FTTlFTeUxNa2k2MHQzYXZsSjNFVGM0alduUnRCc2U3ZE1sM2diS2gzNzBzdzh4WkxoUmZFVERLaldZSzhTcTF0OWYtN2Y2SkNXaTJkM1E1QUlJMllRS3VjZFpoNGUtODU3WW51YXBGdl9BTDVFck1XWFVYNmkyYzRXbW9GU0taUDlqQkI4S2ZNVmR5SlNfX2JOSk9QUVhaTVE2UDA0SkkwUksxZ2pTaUl6UjExWS12dGEtUQ?oc=5,"Fri, 29 Nov 2024 08:00:00 GMT"
"Nokia wins its 'one of the largest, multi-billion' 5G extension deals from Bharti Airtel in India - Times of India",https://news.google.com/rss/articles/CBMiiAJBVV95cUxObjJVTFlQY3hqalBNYlpBOVZZa0tmVEREOV9lZ2YzR0JZb3lPNHlBel95Y2pLSC1WRnpzMXc5dmtjb25WR09sYVAyRW5aSEVHUTNJVHR0LTNmYmpVWVdRQTZtSlpRN01UblR1VThjeXZieU5DVU1qR1FVZlVSWVB3QWo0MDVGcDdWQzhYak1VTEFwemZYbzdzMmJlTk9PS2l3MTA4eGdUV1Z0Qk96SHVfbmZqc2gzd0NIOTl1d3dDVkt5SENnYmpUN2V1Yi0tMERDc20talp2Ukg0V3FfR2Z2aC1iTzJBT0Q0ZWFvMjAzVEhaOGJGYkpGMF9iVFpHejZKRC0yOHk0RVHSAY4CQVVfeXFMUFF1Y1BZYnY3dzF6MW1fZjg1dnFWREw2MTVxcWExZjA3Mi0tczZZVDlseDBoNzVYd0JUdG1HeGZ5UWdGY1pCUGlkaFc5LXhCc0hzVklITDROcVVRYVZiRXY4VmhxTTJPRWpnZUFDSnpUWmdpQ2hNQ2pQR0tpaW9QRXJaSGU2VlNicXAxNWUxYklhNDBObVh3cUhBTjRXanJ3MVJjamF5YUE4N1JsUE1zR3VheVpMdjFTR3NrUHdIa1dlS3ROMlhVR1IxY1l4Z2Y2c2JKTWZfRzh5NjhRQ05Fb3RlN251a2x5bnU3M29rMjBUZmo5UE5XYnNUOVY3azA2RjN1VlA1cEpQdFk5VlNn?oc=5,"Wed, 20 Nov 2024 08:00:00 GMT"
Rewind 2024: Top tech M&A deals of the year - Techcircle,https://news.google.com/rss/articles/CBMihwFBVV95cUxQWmExeUJvZC1IX3RuX0RxZ1RQN1dOdmFvcEZkU1hsZVVLV2tCdVRfX2N2My1JelRqSnZqaW1DSTZyQ05VWDVsUlVTNUZGYk13MGVaclRvc0JXRTFxZElqYWd0UHRfbkZYWUg1U2hIa0VJVkstQnY1Z2xLUWc5X1hqTmV0QUtHOGc?oc=5,"Thu, 26 Dec 2024 08:00:00 GMT"
Amazon Great Indian Festival sale starts September 27: 10 simple tips to get the best deals and discounts - Times of India,https://news.google.com/rss/articles/CBMilgJBVV95cUxOYnZCZDU2R3F6bnloUGRnQjNqN1kyZ2w1b2dleWxvY3BGQzNld000REcxVDMweGRGQTJIcWRVS3N1bEc4dUc1ZGVPVXZDS09fQU9pMkpFUkRYQmExV29TS3BVWHRTRlJpU1Y5YjRlcVJySXJqck9BbWNRUWc1OHE5cUdxbGpvUXRHSGpjcWo4NGl5VGVoY0NZcFJTM05OeU5zbTZuUTQ4bzgxMUpMc3BVZWdwQXB1Y0dHSWh3R2dFR21VclVEUlpYdEhubmVfUnF0OFRhTzIxMGdSZHgxd3lBYnUxdmRpcDJKbkE2aHdhdkpIOGhueWRIa29rTGVxSzRpR25QcG5wTmladmxTRWRxY19OUl9hd9IBmwJBVV95cUxQWW05YkpOUmJybDBhMHdSVldFZHBoM0x1c1hLSzdOX0Exb2I4V1p5cFpPQXM0UHRIc2k2TkNfQkx1UnNwa051bEFBYTF3d0paZF9VUjBaUTlINW9zYzRLc2hnOG9fUWxYM3c5QU9sWHNfTzFZVEVCLWlvdFdxdTFpQUN2Qlk3VTVXWURUdUk0OEdOOUZXM0RfN2EyclhrQmhtQm1lbUxOalh0NlM1ZjBHbEZrTHBZWkZILTZ6dXBFQVNVNnVpMUlQMTc0THlFbklCb2VVeFZ0S2J3SlJybGdnbmJtMzZPVnVlaDJCdld5b3Q4YzNSNElXVWxoZXVFTGc3T0w2WlozQ3lkQnhIek9iaVFZRzZLcnJsV3d3?oc=5,"Thu, 26 Sep 2024 07:00:00 GMT"
"OnePlus announces 'Red Rush Days' sale: Check deals on phones, tabs, more - Business Standard",https://news.google.com/rss/articles/CBMi2wFBVV95cUxPYUF2RFV2NU9FQlkyV2tnMW4tOTFSRlJrQjhpWXZ2SWlUeVhyT1lwNl9nZlNPTHBNeUt4akI0dWxXTWNQTnRldURjY1Z0SExaS1hQZjJUWHF6YmxSaVB5UmpyN2dyc1BFREVxSk5fdjZWaFBxb2tvZmJxVWFfM0RyS3p4RFJSUlo1RXVTWUdnZWF1dU50ZTlZejhmeGZXY3gzdVJkTm5XX0l1cGpmbk1SaUhXQXIwR3BVSnFYbTVXcG5tZDEtMVlUdmNKZHA1VTNBX3ZBUGpQQ0d0VGvSAeABQVVfeXFMTkZTdnNoWThOVG1kZkRacF9FdDhJaHFqbWFLQXZXZHZ6SjZTVTBabTBxTmVlSXV6MlpLbUFGajZsc1lPU3F2dUNyY2xpNExZZmM4Wmp3NjlPUGtEdFNua0xWMF9VenhQY21NcG9wbDY2QkthUEo5RXdVRHNRVm5FRHFQTWpTd1NUTDN3Z0ZvdEhraUpxUmE0X3lMNE94QllSWVNacnV1Z0pIOVV4R1BTMGVUcS1vZ3FVanlQd01qR2ktWGtjRmZBWV95WHo1RXVJMDZ4UWt1NnJnYk1sOERYLXA?oc=5,"Tue, 11 Feb 2025 08:00:00 GMT"
"Amazon teases ‘Great Indian Festival’ 2024, possibly the biggest e-commerce sale of the year - The Indian Express",https://news.google.com/rss/articles/CBMiuwFBVV95cUxOenV6akVmWWdNUUtTTHVKc3d2dEJmd3JZZUlJRnNkSFdfN2ozU1k3dldtc2xxTXVlTm1KdjNWd3pTM2E3ZGVtTGR2NVR2QU80cldRN0RvSElpVnZNN1VwcFdsUXhxZFlMNVIxVDhpeWVEaWtabk04dGlzNXFUMmtNN050bkMzUGUxem9qc0ZXZzM3Z0ZrcDB2dENfZEw2ajRlU2lkZ2Z1aVl6ZzBQdFdzNTlIWHpjaklVWkNJ0gHCAUFVX3lxTE5pYmE4MDBSaGV2U2tXalo1NXJiQnFlU3pYUWlaNXFqRkI4SHA2NC03dUN4TnZ6c0FEcFA5MkVJN0xuNTNZajB4N0J2S09Mby1HT21IcVVEZDNCUmVsVjY4SXI1SVBveElRRldZV3NqTWFQY1FLa0duNVczVm9LMEh1MnQtbGNWcjVMb3lHVWhCUFRRV0Y3SG5jN1JSaWM3ZnItcG0wTjlXNDhJR3JqZUJfMjBOOXNQd2ZpZGVaX1BkNGtR?oc=5,"Wed, 11 Sep 2024 07:00:00 GMT"
"Amazon Great Indian Festival Sale 2024: Limited time deals revealed for Apple, Samsung, Sony, OnePlus, Motorola - The Hindu",https://news.google.com/rss/articles/CBMigAJBVV95cUxPQWlhVkpDRDh2ZW5reHRHQ0dxSUVhdVk0MENQd0MtX0xweUh4a3I3bGtsSFVtZ2UtNWFDRjkwUGtzbFA0OEFmaFBIYThzYjZ4RUJpSG1DVmpYZ2RwX09oNzM4TjQ3WkIyTmhNZHJVWDhWREtuQ3dZdE1CS05TNWh0RzhqZjB0R3BFRGtPVXY1OHdPTzVWZnR6cmNyYnQ3U05yNlFINTZoRGQ3N3VSbUFldzNGLWNGOHUyMlRoYlFONmhkSFpJMzRjMlhSeFNkaVB4NzNOWkxKN2ZXaUZMcDFOMWlCQU9CQVFsUE1GcDJvQkZmV3BfZEtpNmNGS1lXS2x60gGHAkFVX3lxTE54eGJyUEFSOWtFbGljMnhjREI1SGY5c1NQUDBIVVpldUQtQlRxTENNdWhVR0VGTXpsVlBXTXZDVzRXaDRraUI0ZWlYNndhNDFSVEU4dGxtZXIwNTlZdjV5djlTbXE2bkhxZlF0T0dOZS10VzRaV25CblFVNXIzZHRXblpvanpLbDd3UC0xOWJGc1BCbTRIdWV2WGtjNGMySEhEYTJEQ18tNXNudHQ1Y2x6X1B1V3JVaGZMbWhYQ1RkY0ZGakIzTU00SnZBWmlZdXlhOVBmSXZpTmhjUWY0cHd3Zk5NYzRzY0NyWG11R05VV09HcWJjYTJJcHBWWVJJX211MEt5VXNB?oc=5,"Sat, 21 Sep 2024 07:00:00 GMT"
"Amazon Prime Day 2024 Live Updates: Best deals on smartphones, laptops, tablets and more - The Indian Express",https://news.google.com/rss/articles/CBMi7AFBVV95cUxPRHJ1cjl5QUotMFpLU21GbEo1RGNCNDBaUmI5RF9DalZmOEhPUDVibFJDbkxtYjhEd2dSZE9qUWw5OFFCX0pKQVd5elI3cVhxLUlvYUpnZ3VMYUZpZDNqbkdxNm1BaFVyTmxGcnZoVU9aMWFTN1FOUkItbHNxbXJEY3g4b1RybHFPZ2xoY1VGXzdxOE00RWljQlhSRUllQlVnakFWNHpGdkNjSDZYdXdBTkZYT2pUVUlzWHpjbTBtZWxWRHl1YWRXZE83UWRpS0Z5YWZrVnpFajhsUlZfOTJqSzlUQU9BN0dQZGVuUtIB8wFBVV95cUxQMF84S3RjQ2RrMDFFRDJycVktZEpuTll4TU1haUZLUUxyM1h4bldWT3FDODY4eHVFa1hyQjdibmNPUUVRS1FRMHhhS3VBU0d3bFNvMXoyOUZpTzB5LVdFR2JZbVprYXJHYXZhOW9waXZvcG5peFdXTlZMZHEzOF9kNkxlSGhSY3htdnpWNlltbVNSY3RFdHk3SGpNQ21BUC1WaFFMVjFfQlJjbHJqc2dQR0NQUUtvRkxxWXFfV0t3MDdQcmx0bGRPNS1GSGNRQ0ZEZFFCalNtc01iVDV3N3k3Um4xbWsya0VkOW5NLTBSU1BPemM?oc=5,"Sun, 21 Jul 2024 07:00:00 GMT"
"OnePlus Community Sale: Check deals and offers on phones, tablets, and more - Business Standard",https://news.google.com/rss/articles/CBMi4AFBVV95cUxONThReFJQWi1yV0tHcG5mZUlMWVJycUVPenFrSXRobVo1dmRGNVhjUUtYQjJCSTYtLUprMlJpMzRSTFhUX2psRkVJOWo1cVRTWk8yRHdiMDhtUnd2NWZ4Ui1KSEFmcjlmRml2dFVmYkg0MWh2Slloa1RETHRmc3NVUzg4bzM2dFVFc3dkSHVmVmtUOVVRTmxFSTJ4X0psOTBibk8tdmhFeVhkWTVneHBHUGhPaXRQX0pMOWFLTTVBMFVaOWpmY2lENU9zUm5mR0wxMmlTVGsySVh2Vk5mZmJpa9IB5gFBVV95cUxOakFoMEJaSXJyT0c1TlRqWVRoU2xubUMzSU5Nblo2ZDVweUtMSm5LTVRXWFVPWVBMRkFXTm5PYlp6YjNEV0RhR01uMUNvR3FyNnc0UTk5RmJ5OFlQYktUX1MxUTlfQVhlRjZmS243aEVUWll4cW8ycEhwNjJ5Z1dQbTVMTk5HcW1KaDF1ZmZtVmtTcVlUSWhya2k3VVFLc2FjR1l3NEZ3TnBCLVF6TmtZLVJPU0g2OWFCMkN6b1hXTFpvc3NWNFB3T0d3bjRfbDNLekM4TmdOalJKaUstSmFYYURyLVNPQQ?oc=5,"Wed, 04 Dec 2024 08:00:00 GMT"
"Apple iPhone 16 Pro is available for Rs 61,050 on Flipkart; know how to grab the deal - Times of India",https://news.google.com/rss/articles/CBMi_gFBVV95cUxOeWxEcWVpVm8zOXRnS1doNW5FbDdpQ2FuVUdzeUJsZ1BfWllVbU5ERXZxR1c5Y1ZIdG5iMEhkRG03dEI2MU1NbnJoSmU3LXRHYmh6blUzRHJkRjh5ejZQa1ZHLXB6ZW15OGRyMEkxVVFoR1U1dlV5c0w0NUQzR1dna2FWMmxrdV90WHRxSTZlNUc3OF9TZmhEclI4RUM1QzJ0SVV4ZjVrUDVUSHMyaHdKSWVvNUpzYlA3S0U5emh5OGFoVlp5dzAwbndCQjM0U1BLQUtkUnhJSGxNaTJFWmJ1QlA0U0FwTGZyS3pkcF9hTjhJbmJST09JR0hwb09ZZ9IBgwJBVV95cUxQbFQ1b1h6MVdUUkF0ZVkwRmVNSm42eXFLeFE0MnN3OHJmX25QR1haR3BucU5qaFB3Qlo5d1Zka3BEc1ZjelJQWjVjTmsxQmJNTkpEYW1NOHhtRHZzS0MzdjcxMEJ2aElKYTRaVU5SWnFjeVZwM3VZbVVaV2R5SS1IMFhYQUo1VHV3WExOYk5DS1QwU2xXZ2V6OXhranEtbmxHLUxHX1lqOTFuZ29yVVpvenNwTlROSXREeHpsUDRMVmNSemVXWURvaWU3OHZPU1EwV3gzYklJb09YNGpvaS1QZjYzS0toRktMVURzOFRQNV91MnlRX0ZTRHZhbHhPVVBqdFRB?oc=5,"Mon, 30 Dec 2024 08:00:00 GMT"
Starlink nears India launch: 7 key facts about the satellite internet service - The Indian Express,https://news.google.com/rss/articles/CBMi0wFBVV95cUxORllma1VNaU5JcS1kcGI2V1Rzd0JKYnQ2T2dQR2h0aU5tT0UyTFhCS1A3ano1RG5BNlZCMDl3OGZxVGhWRlR5dzRZdUYtVDJ4SmFVTUJsbnNIWnpRNXdCWGpZeExRWGQzNFc4eXR4bVAtT1NJY2JsUlBDUFBmMzdNTDFCdHVueGFjY04yMVZmQTNWbVdhYkd4WVgwWHVYSTRjbWhZMzdraG0xUDI0UXl5b0tWVnVGQW1vTEZJWDFVOTdpYTJqOXpzUFRHUVJGWGxDUkVN0gHaAUFVX3lxTFA5aVEyTFplVmVvYW1OTHUtQWlMVEtkMmptY284WUJ6U1o2OGFiUDd6aVJfa3RDRWxWeUZBSW5Zc0RLM3JMaVQ0SC1pZ3RyT0IwWVU5SjhIX3c0eUxFdUpiTWhzeXhtZ2RGdlNRLUo5UnBXbzRNc2QxMk1DaWJVblVScTFfakFtOVJXN0hEQS1sakxmazhDMzZlREFRbTZzVlVxa3FZSXNSQ1ZvT2gtLVdvNXRsVGdHekdXNzdvcmNZSXpkZENQbmE0OHRFRFlEYlJ4NDJsa2lyRWhR?oc=5,"Sun, 16 Mar 2025 07:00:00 GMT"
Republic Day sales 2025: Amazon and Flipkart offer exciting tech discounts - APNLive,https://news.google.com/rss/articles/CBMieEFVX3lxTE51YUxpNVJFY1hMcHRLY251dU5uTzJRYTZ4Y0luZ05tZzM2YlpGQkdfRVpPem90Q0pVS3BZQkx6S2JOamRQc0tRRWx3b0VZZjFuN2hBN2xtc0VfTFFMTkVHa2ZqOFBMRE1JU1JKa0VKN0pQWVFPYWpDXw?oc=5,"Wed, 15 Jan 2025 08:00:00 GMT"
Microsoft backs its $3B AI push in India with public and private sector deals - TechCrunch,https://news.google.com/rss/articles/CBMisAFBVV95cUxQV043Tml5ZDFXSVUxSTVUTUdCdjlCdWxvQjItTjVUb1F2V0FFTHE3WFRsQUZXNWtpcGxtS0o2ZU5za1pWcWpUam9obzlEWnEwVTYydl9rRFZuWDFkWXdHNk9HaUFTLTdRN1NoU2FXWF9TbEphUVIyLXRhbVBPUzBOSklnaEdSanVnZk5NVE4xVTNIWEtZcWRUVnM0Wm1WZXFjSHFTSG84bkY3WlBKQzN3Vw?oc=5,"Wed, 08 Jan 2025 08:00:00 GMT"
Infosys signs deals with Polestar to open tech hub in Bengaluru - The Economic Times,https://news.google.com/rss/articles/CBMi1gFBVV95cUxNendWUWY4cjlNbEluVDBCVW1nSjVHc3hUTlRya0tUVncxNkJYNENaMVFFU3lWR0dKSjNibm1GSm5EZTEwSXgyYkkxQUV0ZGFxN2pEOEEtMkNRR21mWVI2c2VkNTZVV0VGS0VOeFcyd3lnZ0xEMGFjWWVEN1h6NVJ5czEyLWQyVzJ1MWxsYkRab3p3MGl0bk9yMFprSXVLQmpOTnc0RnlFNERjVlM1dDdsMTZxNzEzbEsxYW9yVWhpUU12dDhlVlNFVUpfbFZIOE1EM1M3QThR0gHbAUFVX3lxTE9WT1JjZG5IMlFNdGVaS20wNVJPb2JnbWEwc0llNXhWdlRCXy05cXE4VzU5NjI5QnB1eTNxMmFhLVd0UUQtV2Q5LUhhZlZfZVpEZXN5ZGxQS1YtQjg4VjVBaXlXSnBSTDBOWFNtSUtPNkNNZ044Rmt3bVpMTlhwTU1XUGp5aWdic3UxNU81dGZBYU1ELUpMLXdRMjVqSmtnamJ0SUdMWU5PMV9LcUFQcG9pdzY1azdqdlBSeG9oblF5dHAwOEVBeFpUMnUtQ0RyemRFaDdUR01ZQl90RQ?oc=5,"Wed, 25 Sep 2024 07:00:00 GMT"
"Amazon Great Indian Festival sale: Check deals on iPhones, foldables, more - Business Standard",https://news.google.com/rss/articles/CBMi3wFBVV95cUxQLWNvcGlldXotVHBtV0s2cWFrbHhZLWJaczJEQTRyUzBpVWowUjZyZUZ1MEZFRm1RZE1vRjlNRzdtZ1B3SWFwQ2ZKZVZJRUptWmlGMDg1My1HekprSnVUOVFnSEJmYkQ5eXdBUnNlUnF1RnduTzFXRGllcEVZTGhmZng5MHRNUFZieGU5SlE4RDIyZHl1Q3ptWTFlekRkQkNEV1dCZ0NfUU1CRWd2N2JGcHNlZHBuR1NtZGRKRkZvdTkxb3RXVVMydjFIN2oyTWRGdTVleWpSLTkwa3VYUnFn0gHkAUFVX3lxTE00ajhnMGw1OTZsRGVoRzAxTTlNTG93UTdRUmp5X3IxQmlHZVFxUTlGUHNraWMyRHBwVlNQVU5WYkYtblh1VmdlaXBFNjZEczU1cXNUeEtpczU5aWloTXhTMFMyX0xVVlcxNWQ0QUVQSDRqUUR5UW10NzBQakZsOUwxZEQyVTZrd0pOakc4MXFwUnNaWmo5UzFVVVBUMGVObkdKNjZTVVV0Q0JZM2pCZGtWX2dLWGxpWG0yb0dyNmdhV0I2cUxEUEZCUmVHVjNaS1JxQW9TdDBUOXhnUXhZRk1EaHA2MQ?oc=5,"Thu, 26 Sep 2024 07:00:00 GMT"
"Google eyes layoffs? Tech giant offers ‘voluntary’ exit deals to Android, Pixel teams - The Indian Express",https://news.google.com/rss/articles/CBMi3wFBVV95cUxONk1LbUdNUk5RWThYcFU2MnJQenFLOHlfZGNuVjQwTFRzYUpvNnZHdEFxaHI4WjFIUExpRzBnT1BORWlmZDR2dlBMdVJrRGJRY2Z5UUZiQmhkNzVQR1Y2aHZGdlNhZ0tFVy1TZklQb3ZCbHFaM3U2dW9obkpLYW4xWFFrY2pKaUk2Z3FndmEzSWZONnFvSUk4cWU0UmxXY3VDbFcxVDlFR0lZUW5HU1JHMEZuZFVHVlhrQ1pWWlkxcWZJTnpoa2VEbFNFN083bTJSNGZaYlJpVlY1c0RfS2gw0gHmAUFVX3lxTFByT2liX3B3MVUyNFBCamxhVjBvWTlyOEtzRU1GT1EzQkliV0E5YnJCdF82NlY5ZkN1Rmh3N3I3UTZwQ0hLQ1R4OFVrZmE5QTJkTnktbTZJRVlpcnpzVDVseDRlZ0FkYlhIZzlnOFBUNW1BVlN0MVhpUXJ1OFJFNDNPUmFxampaYnptdDhfQ1lFeHdjeXlBQ2JyZ3g0d29ta21ZM2FKSFlGOE1tVnFEVEJKS3JwTmhvTWttbGMxSjFYejM3UXBtSU8wR2VqWXJPUVhUN3hDRTN4dGlzQm82NjBqeW5GQzRR?oc=5,"Fri, 31 Jan 2025 08:00:00 GMT"
